CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,imcome_cat,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
718882008,0,38,M,1,High School,Single,,Blue,27,6,2,2,22487.0,889.0,21598.0,,4960.0,,0.46,0.04
718889508,0,46,,2,College,Divorced,$60K - $80K,Blue,37,1,3,1,10074.0,1223.0,8851.0,0.955,,99.0,0.623,
718892283,0,43,M,2,Graduate,Married,$40K - $60K,Blue,34,3,2,1,4396.0,0.0,4396.0,0.592,4771.0,78.0,1.053,0.0
718893333,0,52,,3,Graduate,Married,,Blue,36,3,3,2,18336.0,2077.0,16259.0,,7509.0,84.0,,
718894233,0,53,F,2,Graduate,Married,$40K - $60K,Blue,36,6,2,4,2956.0,,1565.0,,2116.0,63.0,0.575,0.471
718896108,0,48,F,3,High School,Unknown,Less than $40K,Blue,36,2,1,1,1438.3,0.0,1438.3,0.885,5014.0,,0.909,
718899708,0,55,F,1,College,Married,,Blue,36,6,3,2,17642.0,1846.0,15796.0,,,,0.862,
718909158,0,38,M,1,College,Married,Less than $40K,Blue,25,6,3,3,5559.0,658.0,4901.0,0.627,1793.0,37.0,0.947,0.118
718913358,1,36,M,2,Graduate,Single,,Blue,36,3,3,3,4225.0,,1708.0,,2659.0,,,
718917408,0,46,,3,Graduate,Married,,Blue,38,4,3,3,3115.0,1136.0,1979.0,0.499,,,,0.365
718919433,0,52,F,4,Graduate,Single,Less than $40K,Blue,36,2,3,3,4440.0,1149.0,3291.0,0.842,14973.0,112.0,0.723,
718920708,0,35,M,3,Graduate,Married,$60K - $80K,Blue,25,5,3,3,5240.0,1451.0,3789.0,,2172.0,38.0,,0.277
718921683,0,49,M,4,Unknown,Married,$80K - $120K,Blue,38,6,6,3,9738.0,1835.0,7903.0,0.763,4816.0,49.0,0.885,0.188
718923858,0,42,M,1,College,Married,$60K - $80K,Silver,29,5,2,2,26750.0,1204.0,25546.0,0.428,1131.0,29.0,0.318,0.045
718924983,0,59,M,0,Uneducated,Single,$60K - $80K,Blue,48,5,1,3,4906.0,,3604.0,0.862,4833.0,,,
718926258,0,37,F,1,High School,Single,,Blue,28,4,3,2,2458.0,642.0,1816.0,,4627.0,90.0,0.698,
718927533,0,45,M,3,Graduate,Single,$80K - $120K,Blue,32,5,2,2,24487.0,2517.0,21970.0,,1512.0,,0.909,0.103
718929708,0,60,F,0,Graduate,Married,Less than $40K,Blue,50,4,2,2,3147.0,,1545.0,,1558.0,23.0,,0.509
718932633,0,45,F,3,College,Married,Less than $40K,Blue,35,3,2,2,1717.0,1156.0,561.0,0.647,4301.0,64.0,0.641,
718939083,1,54,F,2,Graduate,Married,Less than $40K,Blue,45,3,1,3,1438.3,306.0,1132.3,1.035,694.0,15.0,0.364,0.213
718946358,0,44,M,3,Uneducated,Single,$40K - $60K,Blue,30,3,3,2,1547.0,0.0,1547.0,,4348.0,,0.615,0.0
718947558,0,32,F,0,High School,Single,Unknown,Blue,21,2,3,1,4251.0,,1956.0,0.628,15574.0,115.0,0.797,0.54
718950483,0,58,F,1,Unknown,Married,,Blue,48,3,3,2,12423.0,1910.0,10513.0,0.405,1208.0,38.0,0.357,
718951683,0,48,F,2,Graduate,Married,,Blue,35,2,3,1,2216.0,1262.0,954.0,0.497,4763.0,83.0,0.66,0.569
718957083,0,48,F,1,Graduate,Single,Less than $40K,Blue,35,5,2,2,1449.0,0.0,1449.0,0.785,,88.0,0.913,
718958583,1,44,M,4,Post-Graduate,Single,$80K - $120K,Blue,36,5,3,2,2367.0,1606.0,761.0,,,,0.639,0.678
718967433,0,34,F,2,High School,Divorced,Less than $40K,Blue,36,3,6,3,2426.0,0.0,2426.0,,,,0.8,0.0
718970058,0,38,M,3,Unknown,Married,$120K +,Blue,33,5,3,4,30746.0,1168.0,29578.0,0.653,,,0.72,0.038
718971333,0,33,M,1,Graduate,Single,$80K - $120K,Blue,20,5,3,2,13206.0,925.0,12281.0,0.766,2342.0,51.0,1.318,0.07
718972758,0,50,F,2,Graduate,Married,Less than $40K,Blue,40,5,3,3,2481.0,,1194.0,0.465,1825.0,,0.821,0.519
718975083,1,47,F,4,Graduate,Single,,Blue,40,6,4,3,2473.0,0.0,2473.0,,2133.0,44.0,0.419,0.0
718976283,0,51,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,2,1858.0,,787.0,0.611,4388.0,66.0,0.535,
718977483,0,56,M,4,Graduate,Single,$80K - $120K,Blue,46,2,3,1,25736.0,1388.0,24348.0,0.743,7209.0,91.0,0.596,0.054
718980633,0,38,M,2,College,Married,$80K - $120K,Blue,36,3,3,3,6452.0,1151.0,5301.0,,4835.0,,0.714,0.178
718982058,0,37,M,3,Graduate,Divorced,,Blue,36,5,2,0,5987.0,1405.0,4582.0,0.952,4011.0,72.0,0.674,0.235
718993533,0,44,M,2,Graduate,Unknown,$80K - $120K,Blue,37,2,3,0,15821.0,,14487.0,,8927.0,,0.635,0.084
718994583,0,48,F,2,College,Single,Less than $40K,Blue,35,3,3,1,1438.3,,622.3,0.842,4777.0,69.0,0.917,0.567
718996758,0,37,F,2,Graduate,Married,Less than $40K,Blue,30,5,2,2,2077.0,1392.0,685.0,1.553,,,1.25,
719006508,0,34,M,2,Graduate,Married,$60K - $80K,Blue,36,5,1,3,2763.0,1913.0,850.0,,4136.0,69.0,0.568,0.692
719013108,0,42,M,3,Graduate,Divorced,$40K - $60K,Blue,33,4,2,4,3178.0,1800.0,1378.0,,4605.0,,0.623,0.566
719018208,1,52,F,0,Doctorate,Married,Unknown,Blue,46,6,4,3,7210.0,0.0,7210.0,0.769,,,0.8,0.0
719019483,0,46,F,2,College,Unknown,Less than $40K,Silver,36,2,3,1,13427.0,1507.0,11920.0,0.84,4266.0,,0.75,
719026383,0,35,F,2,Uneducated,Married,Less than $40K,Blue,36,3,1,3,2664.0,0.0,2664.0,,3135.0,59.0,,
719028783,0,42,F,1,Graduate,Married,,Blue,29,2,3,3,3422.0,0.0,3422.0,0.506,4486.0,74.0,0.682,
719034183,0,46,F,3,Graduate,Single,Less than $40K,Blue,38,5,1,3,1555.0,1366.0,189.0,0.704,5490.0,86.0,0.755,
719035758,0,53,F,3,Uneducated,Divorced,Less than $40K,Blue,43,5,1,2,2383.0,1516.0,867.0,0.857,4917.0,78.0,0.95,0.636
719038008,0,48,F,4,Graduate,Single,,Blue,35,3,2,2,1705.0,,513.0,0.763,4862.0,41.0,0.242,0.699
719039283,0,32,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,2,3,3535.0,1964.0,1571.0,0.661,14080.0,,0.809,0.556
719046558,0,39,M,2,Graduate,Married,$60K - $80K,Blue,36,6,3,3,1982.0,,231.0,0.843,4313.0,62.0,0.676,0.883
719048133,0,52,F,2,Uneducated,Married,Less than $40K,Blue,42,6,3,0,5456.0,0.0,5456.0,0.337,3470.0,,0.625,
719050458,0,62,F,0,Unknown,Single,Less than $40K,Blue,56,6,3,3,2582.0,,1054.0,0.771,4041.0,67.0,0.457,0.592
719051733,0,63,M,0,College,Single,$60K - $80K,Blue,51,4,2,1,2706.0,,1817.0,0.73,5047.0,64.0,0.882,0.329
719054733,0,52,F,0,Post-Graduate,Single,Less than $40K,Blue,40,4,3,2,1438.3,,641.3,,4673.0,69.0,0.568,0.554
719056833,0,55,F,1,Unknown,Married,Less than $40K,Blue,46,5,1,4,2281.0,920.0,1361.0,0.576,3968.0,,0.833,0.403
719059083,0,45,F,3,High School,Unknown,Less than $40K,Blue,33,5,1,1,6225.0,1596.0,4629.0,,4129.0,,0.651,0.256
719061933,0,44,F,4,Graduate,Married,Unknown,Blue,34,6,4,2,2105.0,0.0,2105.0,,,67.0,0.914,
719068683,0,52,F,1,High School,Married,$40K - $60K,Blue,36,5,1,2,3136.0,1864.0,1272.0,0.693,1036.0,25.0,0.25,0.594
719070108,0,44,M,2,Graduate,Married,,Silver,35,4,1,3,34516.0,1726.0,32790.0,0.867,1729.0,,0.677,0.05
719071158,1,54,F,0,Graduate,Single,Unknown,Platinum,38,2,2,2,34516.0,0.0,34516.0,0.695,3901.0,,0.421,0.0
719073483,1,45,M,3,Uneducated,Married,$80K - $120K,Blue,38,3,3,3,9234.0,0.0,9234.0,0.629,2586.0,44.0,0.257,0.0
719074308,0,37,F,3,College,Married,Less than $40K,Blue,27,4,2,0,1438.3,687.0,751.3,,4621.0,,1.147,0.478
719075883,0,38,F,3,High School,Married,$40K - $60K,Blue,27,2,3,3,2363.0,2033.0,330.0,,3904.0,,0.61,0.86
719076858,0,34,M,4,College,Single,,Blue,20,5,1,2,2165.0,,213.0,,2651.0,81.0,,
719078283,0,57,F,4,High School,Married,,Blue,47,5,3,4,3191.0,2517.0,674.0,0.719,1501.0,35.0,0.591,
719084358,1,55,F,1,Graduate,Married,Less than $40K,Blue,46,6,4,3,4232.0,0.0,4232.0,0.878,2312.0,37.0,0.609,0.0
719085933,0,35,M,3,Graduate,Single,,Blue,24,4,1,2,23561.0,864.0,22697.0,1.373,,,1.0,0.037
719089383,0,48,M,2,High School,Married,$40K - $60K,Blue,29,3,2,1,6168.0,2371.0,3797.0,0.668,4303.0,80.0,0.509,0.384
719091333,0,52,,0,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,22720.0,,21927.0,,1102.0,27.0,,
719094333,0,46,M,4,Uneducated,Married,,Blue,33,1,2,1,13490.0,1567.0,11923.0,,13159.0,105.0,0.75,0.116
719095533,0,47,F,4,Uneducated,Married,$40K - $60K,Blue,39,3,3,3,2680.0,1652.0,1028.0,1.132,,58.0,0.758,0.616
719099583,1,42,,3,Graduate,Married,,Blue,34,3,2,3,1640.0,1444.0,196.0,0.423,1360.0,33.0,0.222,0.88
719100633,0,40,M,2,High School,Single,$120K +,Silver,36,3,4,2,34516.0,1436.0,33080.0,0.688,3564.0,73.0,0.825,0.042
719101908,0,51,,1,Graduate,Married,Unknown,Blue,39,4,3,3,2002.0,1248.0,754.0,,1585.0,40.0,0.905,0.623
719105433,0,48,F,3,College,Single,Unknown,Blue,38,3,3,3,6448.0,,5361.0,0.868,,85.0,,
719108358,0,39,M,2,Post-Graduate,Married,$80K - $120K,Blue,31,5,2,1,18974.0,2517.0,16457.0,,2783.0,,,
719109783,0,42,M,3,Uneducated,Married,$40K - $60K,Blue,32,3,3,2,13103.0,1809.0,11294.0,0.724,4323.0,72.0,,
719117433,0,41,M,4,High School,Unknown,,Blue,36,4,3,0,23018.0,2168.0,20850.0,0.859,1463.0,24.0,1.667,0.094
719118708,1,49,F,3,Unknown,Single,Less than $40K,Blue,37,2,2,2,5855.0,0.0,5855.0,0.962,9202.0,80.0,0.86,0.0
719121708,0,41,M,2,Graduate,Married,$60K - $80K,Silver,31,2,3,3,31497.0,2192.0,29305.0,0.868,7685.0,,0.533,0.07
719123958,1,40,M,4,Unknown,Divorced,$60K - $80K,Blue,27,2,2,3,5051.0,0.0,5051.0,0.588,,,,
719125158,0,35,F,2,High School,Single,Less than $40K,Silver,15,5,2,2,13882.0,1452.0,12430.0,0.771,2685.0,71.0,,
719130558,0,55,F,2,Uneducated,Married,,Blue,44,5,2,3,1669.0,1000.0,669.0,0.717,,69.0,0.971,
719131533,0,29,F,0,Post-Graduate,Divorced,Less than $40K,Blue,17,3,2,4,2585.0,,577.0,1.266,3519.0,73.0,0.622,0.777
719136183,0,48,F,3,Uneducated,Married,Less than $40K,Blue,38,6,1,3,3541.0,1444.0,2097.0,0.664,3410.0,,0.683,0.408
719139558,0,26,M,0,Uneducated,Single,Less than $40K,Blue,36,4,3,4,2665.0,1567.0,1098.0,,2514.0,,,0.588
719143308,0,37,M,2,Unknown,Single,$40K - $60K,Blue,28,4,4,3,2394.0,0.0,2394.0,,2805.0,,0.667,0.0
719146008,1,48,M,3,Graduate,Married,$80K - $120K,Blue,39,4,4,3,18672.0,2517.0,16155.0,0.799,,35.0,0.591,0.135
719147208,0,29,F,2,Unknown,Single,Less than $40K,Blue,21,4,3,2,2298.0,0.0,2298.0,0.776,4814.0,88.0,,
719150658,1,51,F,2,Graduate,Married,Unknown,Blue,34,2,3,2,7551.0,0.0,7551.0,0.894,,46.0,,
719152383,0,35,F,4,Uneducated,Married,Less than $40K,Blue,26,5,1,4,2494.0,1316.0,1178.0,1.486,,57.0,,0.528
719154483,0,53,M,2,High School,Divorced,,Blue,36,5,3,2,7753.0,2100.0,5653.0,0.839,991.0,26.0,0.733,
719157933,0,51,M,2,Uneducated,Married,$120K +,Blue,40,1,3,1,10984.0,1429.0,9555.0,,7850.0,85.0,0.635,0.13
719161683,0,64,F,0,Unknown,Married,Unknown,Blue,55,4,1,4,2508.0,1580.0,928.0,,1607.0,44.0,0.419,0.63
719168883,1,45,F,5,Unknown,Single,Less than $40K,Blue,34,1,4,1,5155.0,0.0,5155.0,1.014,2753.0,45.0,0.607,0.0
719170683,0,38,M,1,Unknown,Single,,Blue,29,2,2,3,10972.0,,10972.0,0.697,4401.0,73.0,0.698,0.0
719174433,1,36,F,1,Unknown,Single,Less than $40K,Blue,24,2,1,2,1735.0,,1735.0,0.74,,,,
719176308,1,43,M,3,College,Divorced,$80K - $120K,Blue,32,6,3,2,7278.0,0.0,7278.0,0.618,,,0.593,0.0
719178183,0,50,M,2,Graduate,Married,$80K - $120K,Silver,42,2,3,3,34516.0,2517.0,31999.0,,8186.0,85.0,,
719180958,0,48,F,2,Uneducated,Divorced,$40K - $60K,Silver,39,2,2,2,21754.0,,21754.0,,9105.0,,0.763,
719182308,0,38,F,2,High School,Single,Less than $40K,Blue,27,6,1,3,2096.0,,529.0,,1559.0,49.0,,
719184783,0,51,F,1,Graduate,Single,Unknown,Blue,41,3,2,2,9352.0,1429.0,7923.0,0.728,3536.0,71.0,0.69,0.153
719186433,0,53,F,1,College,Single,,Blue,44,3,2,2,11012.0,,9684.0,0.617,3793.0,86.0,0.654,0.121
719196858,0,50,,2,Graduate,Married,$60K - $80K,Blue,39,4,1,4,6508.0,2276.0,4232.0,1.008,4254.0,77.0,0.711,0.35
719202708,0,54,F,3,High School,Married,,Blue,36,2,2,1,5642.0,,5101.0,,,84.0,0.68,
719206308,0,32,M,1,High School,Married,,Blue,24,4,2,2,4116.0,1223.0,2893.0,0.73,,,0.52,
719210133,0,47,M,3,Uneducated,Single,,Blue,35,2,3,1,14131.0,1333.0,12798.0,,12779.0,103.0,0.689,0.094
719211558,1,45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,1,2,3401.0,,3401.0,,744.0,18.0,1.0,
719213133,0,53,M,1,Graduate,Unknown,$60K - $80K,Blue,41,4,1,2,2432.0,1554.0,878.0,1.158,3670.0,60.0,,0.639
719216508,0,55,F,1,Unknown,Unknown,,Blue,36,5,2,1,3258.0,2517.0,741.0,0.985,4960.0,77.0,0.75,0.773
719219883,0,47,M,2,Uneducated,Married,$60K - $80K,Blue,36,4,1,2,9300.0,769.0,8531.0,0.68,3651.0,,0.718,
719222133,0,41,M,3,Graduate,Single,$40K - $60K,Blue,36,2,3,2,8919.0,1723.0,7196.0,0.848,13719.0,96.0,,0.193
719226333,0,44,M,4,Unknown,Single,$60K - $80K,Blue,24,5,3,2,11042.0,,8831.0,,1140.0,25.0,,0.2
719229708,0,41,F,1,High School,Single,$40K - $60K,Blue,31,6,3,2,4969.0,,4131.0,,,32.0,0.455,0.169
719233833,0,35,F,3,High School,Married,Less than $40K,Blue,23,3,3,4,3073.0,526.0,2547.0,0.702,1944.0,,0.618,0.171
719234883,0,57,M,3,Graduate,Single,,Blue,49,5,3,3,32676.0,,30542.0,,,,0.76,0.065
719237058,0,39,M,2,Doctorate,Single,$60K - $80K,Blue,36,2,2,1,1790.0,891.0,899.0,,4498.0,,0.574,0.498
719238183,0,55,,3,Graduate,Married,Less than $40K,Blue,35,3,2,3,1872.0,1167.0,705.0,,2238.0,,0.607,
719240358,0,60,M,1,Unknown,Single,$60K - $80K,Blue,50,4,3,0,10698.0,1790.0,8908.0,0.981,4095.0,67.0,,0.167
719242533,0,41,M,5,High School,Married,,Blue,33,5,3,3,22770.0,2517.0,20253.0,0.994,1882.0,,,0.111
719243808,0,33,F,1,Graduate,Married,Less than $40K,Blue,20,3,2,4,3792.0,1625.0,2167.0,0.618,1888.0,,0.625,
719245083,0,53,F,1,Uneducated,Single,Less than $40K,Blue,39,4,3,4,1773.0,1539.0,234.0,,4087.0,,0.762,
719248158,0,52,M,2,High School,Divorced,,Blue,42,1,3,2,7261.0,1443.0,5818.0,0.972,14533.0,,0.565,
719250783,0,41,F,1,High School,Single,Less than $40K,Blue,31,4,2,1,1998.0,0.0,1998.0,,,68.0,,0.0
719252583,0,29,F,1,High School,Single,Less than $40K,Blue,20,4,2,1,3095.0,1488.0,1607.0,0.924,4642.0,,0.878,0.481
719256483,0,41,F,4,High School,Single,$40K - $60K,Blue,30,5,3,3,4432.0,1335.0,3097.0,0.714,4144.0,79.0,,
719258433,0,49,M,5,Graduate,Single,$60K - $80K,Blue,42,2,1,3,7801.0,2018.0,5783.0,0.684,7561.0,91.0,0.685,0.259
719260608,0,38,M,3,Uneducated,Single,$60K - $80K,Silver,31,5,3,2,34516.0,1566.0,32950.0,1.106,,53.0,,
719264058,0,51,F,0,Graduate,Married,Unknown,Blue,36,5,2,3,5862.0,2306.0,3556.0,,4305.0,,1.318,0.393
719265108,0,42,,3,High School,Married,Less than $40K,Blue,33,6,3,2,3815.0,1190.0,2625.0,0.852,4430.0,94.0,,0.312
719266158,0,42,M,2,Graduate,Divorced,$80K - $120K,Blue,35,5,3,1,6779.0,1359.0,5420.0,0.737,3434.0,,0.512,0.2
719268333,0,49,F,3,Uneducated,Married,Less than $40K,Blue,36,5,3,4,1438.3,0.0,1438.3,0.929,4205.0,88.0,,
719270358,0,57,F,2,Doctorate,Divorced,$40K - $60K,Blue,48,2,2,2,4288.0,1678.0,2610.0,0.643,15505.0,,0.687,0.391
719277033,0,44,M,3,High School,Single,$40K - $60K,Blue,34,5,3,1,8997.0,708.0,8289.0,,,62.0,,0.079
719279208,0,35,F,1,Unknown,Married,Less than $40K,Blue,36,3,1,2,2158.0,,859.0,0.733,4946.0,73.0,,0.602
719281533,0,37,F,3,College,Married,,Blue,27,2,1,3,2939.0,1388.0,1551.0,0.69,5076.0,,0.826,0.472
719282433,0,60,F,0,Graduate,Single,Unknown,Blue,48,3,3,4,6417.0,1372.0,5045.0,1.154,3280.0,,0.69,0.214
719283633,0,57,F,3,Uneducated,Married,$40K - $60K,Blue,49,4,2,3,7578.0,1628.0,5950.0,0.721,1325.0,29.0,1.231,
719286708,0,50,F,1,Graduate,Single,Less than $40K,Blue,39,4,5,2,2434.0,,1094.0,0.668,4498.0,76.0,0.81,0.551
719291283,0,36,F,4,High School,Single,Less than $40K,Blue,28,5,1,2,2226.0,1607.0,619.0,0.656,2660.0,62.0,,
719293533,0,30,,1,College,Single,Unknown,Blue,13,3,3,3,21590.0,2517.0,19073.0,0.813,2567.0,70.0,0.795,
719294433,0,63,F,1,Uneducated,Single,Unknown,Blue,55,4,3,1,16312.0,,15792.0,0.806,4366.0,68.0,0.659,
719296383,0,38,M,2,High School,Single,$60K - $80K,Gold,18,1,2,3,34516.0,1494.0,33022.0,,7885.0,85.0,0.635,0.043
719299533,1,55,F,1,Unknown,Unknown,Less than $40K,Blue,36,2,3,2,3626.0,,2831.0,0.896,2954.0,42.0,0.556,0.219
719305608,1,57,F,3,High School,Single,Less than $40K,Blue,36,4,3,3,2347.0,1900.0,447.0,0.845,2447.0,,0.621,0.81
719309133,0,56,F,1,Graduate,Married,Less than $40K,Blue,51,3,3,4,1438.3,,1438.3,0.798,3877.0,,0.556,0.0
719309958,1,55,M,3,Doctorate,Single,$80K - $120K,Blue,35,4,1,3,20865.0,0.0,20865.0,0.881,837.0,,,0.0
719313633,0,53,F,0,High School,Married,$40K - $60K,Blue,36,6,2,3,2883.0,1936.0,947.0,0.861,4244.0,,0.656,0.672
719314683,0,50,F,2,Unknown,Divorced,,Blue,36,3,2,4,2855.0,527.0,2328.0,,3645.0,69.0,,
719315508,0,62,F,0,Unknown,Married,,Blue,36,4,2,2,2964.0,2400.0,564.0,,,25.0,1.778,
719318583,1,37,M,3,High School,Married,Less than $40K,Blue,26,3,3,4,6866.0,2389.0,4477.0,0.395,,,0.182,0.348
719320833,0,39,,2,Post-Graduate,Married,$60K - $80K,Blue,36,6,3,2,5471.0,2056.0,3415.0,0.465,,46.0,,
719323683,0,47,F,3,Uneducated,Single,$40K - $60K,Blue,35,6,5,2,4543.0,1028.0,3515.0,0.799,4093.0,77.0,0.571,0.226
719324658,0,27,M,0,College,Unknown,,Silver,19,1,1,3,34516.0,1131.0,33385.0,0.715,14716.0,112.0,,0.033
719325783,1,65,M,2,Unknown,Single,Less than $40K,Blue,36,4,2,3,2954.0,2517.0,437.0,0.619,1909.0,,0.474,0.852
719326758,1,52,F,0,Doctorate,Married,Less than $40K,Blue,36,4,3,2,4353.0,1489.0,2864.0,0.945,9226.0,,1.073,0.342
719328858,1,56,M,4,High School,Married,$60K - $80K,Blue,43,6,2,6,4535.0,0.0,4535.0,0.831,2342.0,40.0,,
719329983,0,42,F,3,Unknown,Unknown,Unknown,Blue,36,6,1,2,15648.0,0.0,15648.0,,13784.0,88.0,,
719335233,0,47,,3,Uneducated,Married,Less than $40K,Silver,27,5,3,4,14335.0,938.0,13397.0,0.445,3610.0,75.0,,0.065
719336583,0,55,M,2,Uneducated,Married,,Blue,44,3,3,3,27745.0,1300.0,26445.0,0.482,1525.0,21.0,0.5,0.047
719337408,0,63,M,0,High School,Married,,Blue,36,6,2,3,2567.0,0.0,2567.0,1.636,2399.0,43.0,,
719338383,0,34,M,2,High School,Married,$120K +,Blue,21,3,3,3,6259.0,1063.0,5196.0,0.668,1836.0,50.0,,0.17
719342808,0,48,M,3,Graduate,Single,$80K - $120K,Blue,30,4,2,3,4180.0,688.0,3492.0,0.747,3750.0,76.0,0.727,0.165
719343633,0,48,M,3,High School,Unknown,Less than $40K,Blue,38,4,3,3,8892.0,889.0,8003.0,,4900.0,,,0.1
719344608,0,46,F,3,Graduate,Single,Less than $40K,Blue,27,6,3,3,3901.0,1001.0,2900.0,,4313.0,,,0.257
719346708,0,41,F,1,Unknown,Divorced,,Blue,30,5,2,4,2758.0,1675.0,1083.0,0.882,3820.0,,0.636,0.607
719350908,0,43,M,4,Unknown,Unknown,,Blue,35,3,3,2,4177.0,2094.0,2083.0,,,66.0,0.65,0.501
719353158,0,56,M,1,College,Married,$80K - $120K,Blue,45,5,1,3,4145.0,1468.0,2677.0,,1238.0,,0.5,0.354
719354433,0,48,M,1,College,Single,$80K - $120K,Silver,36,6,3,3,34516.0,1629.0,32887.0,0.815,4042.0,,0.592,0.047
719357058,0,62,F,2,Doctorate,Single,$40K - $60K,Blue,56,5,3,2,6797.0,1428.0,5369.0,,3962.0,70.0,0.795,0.21
719358333,0,36,M,4,Uneducated,Married,$40K - $60K,Blue,28,3,1,4,2157.0,574.0,1583.0,0.825,1663.0,,0.32,0.266
719359458,0,49,F,2,Uneducated,Single,Less than $40K,Blue,42,6,3,2,1991.0,,1991.0,0.954,4527.0,,0.61,
719360583,0,53,M,1,Graduate,Married,$60K - $80K,Blue,45,6,2,2,3380.0,,1679.0,0.747,,25.0,,
719362458,0,47,F,3,High School,Married,Less than $40K,Blue,36,5,3,3,2822.0,0.0,2822.0,,5064.0,74.0,0.85,
719363283,0,59,,0,Doctorate,Single,,Blue,36,3,1,2,1438.3,0.0,1438.3,0.691,,47.0,0.382,0.0
719365233,0,34,M,4,Unknown,Single,,Blue,23,1,3,2,7664.0,1785.0,5879.0,,15077.0,126.0,0.8,0.233
719366358,0,51,M,3,High School,Married,$120K +,Blue,40,6,3,2,7319.0,1692.0,5627.0,0.701,,29.0,0.611,0.231
719368533,0,41,F,2,Doctorate,Married,Unknown,Silver,28,1,3,3,32250.0,1289.0,30961.0,0.703,15785.0,100.0,0.786,0.04
719373558,0,42,F,3,Unknown,Single,Less than $40K,Blue,36,6,1,1,6275.0,,6275.0,,4308.0,,0.786,0.0
719377383,0,40,M,2,College,Single,,Blue,28,1,2,3,10880.0,2025.0,8855.0,,,90.0,,0.186
719378658,0,57,M,3,Graduate,Divorced,$80K - $120K,Silver,36,6,3,4,34516.0,1384.0,33132.0,,4745.0,69.0,0.605,
719379858,1,39,M,1,Graduate,Married,$80K - $120K,Blue,36,2,2,3,24239.0,0.0,24239.0,,8549.0,73.0,0.78,
719381733,0,61,M,2,High School,Single,$60K - $80K,Blue,47,5,2,3,2175.0,,771.0,0.633,3994.0,64.0,0.778,0.646
719384433,1,44,F,3,High School,Divorced,Less than $40K,Blue,28,5,2,3,1877.0,1203.0,674.0,0.654,2581.0,57.0,0.781,0.641
719385558,0,62,F,0,College,Married,$40K - $60K,Blue,49,6,1,2,1438.3,,1438.3,,,,1.0,
719391783,0,46,M,4,Uneducated,Married,$40K - $60K,Blue,35,3,2,2,9149.0,1566.0,7583.0,,1790.0,,0.765,0.171
719392833,0,45,F,3,Graduate,Married,Less than $40K,Blue,38,3,3,2,2400.0,1613.0,787.0,0.629,1311.0,,0.417,0.672
719400108,0,53,,3,Unknown,Single,$80K - $120K,Blue,43,4,3,4,34516.0,1084.0,33432.0,0.686,14319.0,,0.699,0.031
719401158,0,62,F,0,Post-Graduate,Single,,Blue,53,1,2,3,4136.0,0.0,4136.0,0.64,7739.0,97.0,0.59,0.0
719407983,0,37,F,0,Post-Graduate,Married,Less than $40K,Blue,25,4,3,2,2061.0,,578.0,1.362,2400.0,60.0,0.622,0.72
719410083,0,49,F,2,Unknown,Single,Less than $40K,Blue,36,4,3,0,1635.0,,415.0,0.565,4807.0,,0.931,
719412258,0,39,F,3,Graduate,Single,Less than $40K,Blue,30,5,3,4,5202.0,815.0,4387.0,,1558.0,48.0,0.778,
719413383,0,32,M,1,Uneducated,Single,$60K - $80K,Silver,36,2,3,1,33711.0,,32274.0,0.942,14880.0,134.0,0.654,
719414658,0,52,,0,Graduate,Single,Unknown,Blue,36,3,4,1,12366.0,0.0,12366.0,,4880.0,,0.9,0.0
719415858,0,29,M,0,College,Divorced,,Blue,15,6,3,2,3107.0,,1387.0,,2460.0,71.0,0.69,0.554
719418933,1,53,M,2,Uneducated,Married,$80K - $120K,Blue,36,1,3,3,4503.0,0.0,4503.0,,748.0,20.0,0.429,0.0
719420058,0,44,M,4,Unknown,Single,$80K - $120K,Blue,26,1,2,1,11782.0,2177.0,9605.0,,16605.0,110.0,0.692,0.185
719420883,1,56,F,4,Graduate,Unknown,Less than $40K,Blue,44,5,3,3,1677.0,0.0,1677.0,,2477.0,45.0,,
719427333,0,55,M,3,College,Married,$60K - $80K,Blue,36,5,4,4,2252.0,1737.0,515.0,0.685,1291.0,,,0.771
719428308,0,50,M,2,High School,Unknown,$60K - $80K,Blue,41,6,2,2,3244.0,1762.0,1482.0,,1274.0,,,0.543
719431608,0,63,F,0,College,Married,$40K - $60K,Blue,53,6,1,4,3118.0,,1590.0,0.604,,24.0,0.6,
719439108,0,42,M,1,Graduate,Married,$40K - $60K,Silver,34,3,3,2,15315.0,1613.0,13702.0,,14728.0,,0.754,
719443683,1,50,M,1,Unknown,Single,$120K +,Blue,39,3,2,3,27512.0,2137.0,25375.0,1.048,1149.0,25.0,,0.078
719445633,0,60,,0,Uneducated,Married,,Blue,36,4,2,3,1601.0,0.0,1601.0,0.829,,,1.091,
